i,claim,scores,average,std_dev,skipped
591,Sao Tome would drop relations with Taiwan in favour of Mainland China,"[1, 3, 1, 1, 1]",1.4,0.64,0
592,School Day Should Be Extended,"[2, 2, 2, 3, 2]",2.2,0.16,0
593,School Uniforms Should Be Mandatory,"[5, 4, 5, 5, 4]",4.6,0.24,0
594,School uniforms must be banned,"[1, 1, 1, 3, 2]",1.6,0.64,0
595,School vouchers should be encouraged,"[4, 4, 5, 4, 4]",4.2,0.16,0
596,Science can determine human values,"[1, 1, 1, 2, 1]",1.2,0.16,0
597,Scotland should cede from the union.,"[3, 3, 3, 3, 3]",3.0,0.0,0
598,Security profiling at airports is justified,"[4, 5, 5, 5, 4]",4.6,0.24,0
599,Self-determination of peoples is a human right,"[5, 5, 5, 5, 5]",5.0,0.0,0
600,Send Yanukovych to The Hague,"[5, 5, 5, 5, 5]",5.0,0.0,0
601,Sexist advertising must be banned,"[5, 5, 5, 5, 5]",5.0,0.0,0
602,Should Turkey Be Accepted In The EU,"[3, 3, 2, 2, 2]",2.4,0.24,0
603,Should the Cell Phones Be Allowed in Schools,"[3, 2, 3, 2, 3]",2.6,0.24,0
604,Should the United States increase the foreign aid budget?,"[2, 2, 3, 3, 3]",2.6,0.24,0
605,Should the United States scale back the War on Drugs?,"[2, 2, 2, 2, 2]",2.0,0.0,0
606,Show the darker side of the formation of the nation,"[5, 1, 5, 5, 5]",4.2,2.56,0
607,Sikh school pupils should be allowed to carry ceremonial daggers,"[5, 5, 5, 5, 5]",5.0,0.0,0
608,Slang prevent young people from being able to communicate properly,"[1, 1, 2, 2, 1]",1.4,0.24,0
609,Smokers should be denied access to state healthcare,"[5, 5, 1, 1, 1]",2.6,3.84,0
610,Smoking in public spaces should be banned,"[5, 5, 5, 4, 5]",4.8,0.16,0
611,Smoking should be banned in public places,"[5, 5, 5, 5, 5]",5.0,0.0,0
612,Smoking should be made Illegal,"[5, 5, 5, 5, 5]",5.0,0.0,0
613,Smoking should further be restricted,"[5, 5, 5, 5, 5]",5.0,0.0,0
614,Social Media should be part of the curriculum,"[4, 4, 4, 4, 5]",4.2,0.16,0
615,Social Security should be privatized ,"[1, 1, 1, 1, 1]",1.0,0.0,0
616,Social deprivation causes crime,"[2, 2, 2, 2, 4]",2.4,0.64,0
617,Social disgust is legitimate grounds for restriction of artistic expression,"[1, 1, 1, 1, 1]",1.0,0.0,0
618,Social networking sites are good for our society,"[4, 3, 5, 4, 3]",3.8,0.56,0
619,Socialism is Dead,"[3, 2, 3, 3, 3]",2.8,0.16,0
620,Socialism is a failed government subdomain,"[2, 1, 1, 1, 1]",1.2,0.16,0
621,South Africa should host an Olympics,"[3, 3, 3, 3, 3]",3.0,0.0,0
622,South Ossetia should be independent,"[1, 5, 4, 4, 5]",3.8,2.16,0
623,Space Exploration Is a Waste of Money,"[1, 1, 1, 1, 1]",1.0,0.0,0
624,Space should not be used for military purposes,"[5, 5, 5, 5, 5]",5.0,0.0,0
625,Spain should cede Ceuta and Melilla to Morocco,"[1, 1, 1, 1, 1]",1.0,0.0,0
626,Speed limits should be reduced,"[5, 3, 5, 5, 5]",4.6,0.64,0
627,Sports Have Became More About Making Money Than Playing Well,"[5, 5, 5, 5, 5]",5.0,0.0,0
628,Sports initiations should be banned,"[5, 5, 5, 5, 5]",5.0,0.0,0
629,State funding to universities have to be conditioned upon all academic work being made available to the general public,"[1, 1, 1, 1, 1]",1.0,0.0,0
630,States ought not possess nuclear weapons,"[5, 5, 5, 5, 5]",5.0,0.0,0
631,Stop sending development aid to India,"[1, 1, 1, 2, 2]",1.4,0.24,0
632,Stop the Olympic Games,"[1, 1, 1, 1, 1]",1.0,0.0,0
633,Store nuclear waste underground,"[5, 5, 5, 5, 5]",5.0,0.0,0
634,Strict parenting works best,"[2, 2, 1, 1, 1]",1.4,0.24,0
635,Student loan debt should be easier to discharge in bankruptcy,"[5, 5, 5, 5, 5]",5.0,0.0,0
636,Students should have to wear school uniforms,"[5, 4, 5, 5, 4]",4.6,0.24,0
637,Subsidise the translation of academic work in the languages of developing countries,"[5, 5, 5, 5, 5]",5.0,0.0,0
638,Subsidize poor communities,"[5, 5, 5, 5, 5]",5.0,0.0,0
639,Suicide should be a criminal offence,"[1, 1, 1, 1, 1]",1.0,0.0,0
640,Sunbeds should be banned,"[5, 5, 5, 5, 5]",5.0,0.0,0
641,Swearing should be illegal,"[1, 1, 1, 1, 1]",1.0,0.0,0
642,Switzerland and Norway should apply to join the EU,"[3, 2, 2, 2, 2]",2.2,0.16,0
643,Tablets should replace textbooks in K-12 schools,"[3, 3, 4, 4, 3]",3.4,0.24,0
644,Take a visit the Yasukuni Shrine,"[1, 1, 1, 1, 1]",1.0,0.0,0
645,Taking food thrown out by supermarkets should not be illegal,"[3, 4, 5, 5, 5]",4.4,0.64,0
646,Tanzania’s taxation on mobile phones is a good model,"[5, 5, 5, 5, 5]",5.0,0.0,0
647,Targeted online advertising on the basis of user profiles and demographics must be banned,"[1, 1, 1, 2, 1]",1.2,0.16,0
648,Targeted sanctions have to be used to respond to cyber-attacks,"[5, 5, 5, 5, 2]",4.4,1.44,0
649,Taxes on smoothies and fruit juices should be reduced,"[4, 5, 5, 5, 3]",4.4,0.64,0
650,Teachers Should Have The Right To Punish Pupils Physically If The Parents Consent,"[1, 1, 1, 1, 1]",1.0,0.0,0
651,Teachers must be banned from interacting with students via social networking websites.,"[5, 1, 5, 5, 5]",4.2,2.56,0
652,Teachers should be armed,"[1, 1, 1, 1, 1]",1.0,0.0,0
653,Teachers should get merit pay,"[4, 4, 4, 4, 4]",4.0,0.0,0
654,Teachers should get tenure,"[4, 5, 5, 5, 4]",4.6,0.24,0
655,Technological advancement promotes materialistic society,"[5, 5, 5, 1, 5]",4.2,2.56,0
656,Television is one of the most effective mediums through which to teach and inspire youngsters,"[5, 4, 5, 5, 5]",4.8,0.16,0
657,Ten Commandments:  Display in Schools,"[1, 2, 1, 2, 2]",1.6,0.24,0
658,Tennessee is correct to protect teachers who wish to explore the merits of creationism,"[1, 2, 1, 2, 2]",1.6,0.24,0
659,Terrorism can be justified,"[1, 1, 1, 1, 1]",1.0,0.0,0
660,Terrorism should not be allowed publicity,"[5, 5, 5, 5, 5]",5.0,0.0,0
661,Terrorists Should Be Subject to the Geneva Conventions,"[1, 2, 2, 1, 1]",1.4,0.24,0
662,Terrorists should be subject to the Geneva Conventions,"[5, 1, 1, 1, 1]",1.8,2.56,0
663,That Israel’s West Bank Settlements are an Obstacle to Peace,"[5, 5, 5, 5, 5]",5.0,0.0,0
664,That Zero Tolerance Policing is a Good Tactic for Fighting Crime,"[1, 1, 1, 1, 1]",1.0,0.0,0
665,The 2022 Football World Cup must be moved to the winter,"[1, 1, 1, 1, 1]",1.0,0.0,0
666,The African Union can meet its pledge to end all war on the continent by 2020,"[1, 1, 1, 1, 1]",1.0,0.0,0
667,The African Union should create a standing army,"[4, 4, 5, 5, 5]",4.6,0.24,0
668,The American Jobs Act should pass,"[3, 4, 4, 4, 4]",3.8,0.16,0
669,The Arab Spring revolutions can create stable democracies.,"[2, 3, 2, 3, 2]",2.4,0.24,0
670,The BBC should be free to blaspheme,"[5, 5, 5, 5, 3]",4.6,0.64,0
671,The Catholic Church is justified in forbidding the use of barrier methods of contraception,"[1, 1, 1, 1, 1]",1.0,0.0,0
672,The Catholic Church needs reform,"[4, 3, 4, 4, 4]",3.8,0.16,0
673,The Church of England should be separated from the British state.,"[2, 3, 2, 2, 5]",2.8,1.36,0
674,The D.A.R.E. program is good for America's kids (K-12) ,"[3, 1, 2, 2, 3]",2.2,0.56,0
675,The Dalai Lama’s ‘third way’ in Tibet,"[2, 5, 3, 3, 3]",3.2,0.96,0
676,The Death Penalty Should Be Imposed For Acts Of Terror That Cause Death,"[5, 5, 5, 5, 5]",5.0,0.0,0
677,The EU does have a future,"[5, 5, 3, 4, 4]",4.2,0.56,0
678,The EU should abandon the Common Agricultural Policy,"[2, 1, 2, 2, 1]",1.6,0.24,0
679,The EU should engage in further enlargement,"[4, 4, 4, 4, 5]",4.2,0.16,0
680,The EU should impose a special Europe-wide tax on meat consumption to help save the planet,"[5, 4, 4, 5, 4]",4.4,0.24,0
681,The EU should offer asylum to women from countries which have legislation that discriminates against women,"[4, 5, 4, 5, 5]",4.6,0.24,0
682,The EU should return power to national governments,"[2, 2, 2, 2, 2]",2.0,0.0,0
683,The EU should significantly reduce the amount it spends on agricultural production subsidies,"[2, 4, 2, 2, 5]",3.0,1.6,0
684,"The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate","[5, 5, 5, 5, 5]",5.0,0.0,0
685,The Egyptian army was right to depose Morsi,"[5, 5, 4, 2, 5]",4.2,1.36,0
686,The European Union should adopt a single working language through which to operate.,"[5, 5, 5, 4, 2]",4.2,1.36,0
687,The European Union should be a trade bloc rather than a political union,"[5, 5, 4, 5, 2]",4.2,1.36,0
688,The European Union should lift its ban on member states selling arms to China,"[2, 2, 2, 2, 2]",2.0,0.0,0
689,The Falklands should be given back to Argentina,"[1, 1, 1, 1, 1]",1.0,0.0,0
690,The Guantanamo Bay detention centre should be closed,"[5, 5, 5, 5, 5]",5.0,0.0,0
691,The Gulf States should take in more Syrian refugees,"[2, 5, 4, 2, 5]",3.6,1.84,0
692,The House of Lords should be reformed,"[4, 4, 4, 4, 2]",3.6,0.64,0
693,The ICC is biased against Africa,"[2, 2, 2, 2, 1]",1.8,0.16,0
694,The ICC is not an effective deterrent,"[1, 2, 2, 1, 1]",1.4,0.24,0
695,The ICC should have its own enforcement arm,"[5, 5, 5, 5, 5]",5.0,0.0,0
696,The Illegality Of Recreational Drugs Does More Harm Than Good,"[5, 5, 5, 5, 5]",5.0,0.0,0
697,The International Criminal Court is a force for good,"[4, 5, 4, 5, 4]",4.4,0.24,0
698,The Internet must be censored,"[1, 1, 1, 1, 1]",1.0,0.0,0
699,The Minimum Driving Age Should Be Raised to 18,"[5, 5, 5, 5, 5]",5.0,0.0,0
700,The Palestinian Statehood should be recognised by the United Nations General Assembly,"[2, 4, 4, 5, 5]",4.0,1.2,0
701,The People’s Republic of China should invade North Korea,"[1, 1, 1, 1, 1]",1.0,0.0,0
702,The Police Should Use Racial Profiling To Tackle The Problems Of Illegal Immigration.,"[1, 1, 1, 1, 1]",1.0,0.0,0
703,The Private Education System Should Be Abolished,"[1, 3, 1, 5, 1]",2.2,2.56,0
704,The Reproductive Health Bill will undermine families and values,"[1, 1, 1, 1, 1]",1.0,0.0,0
705,The Republika Srpska must be allowed to secede from Bosnia & Herzegovina,"[1, 1, 1, 1, 1]",1.0,0.0,0
706,The Schengen Agreement must be dissolved,"[1, 1, 1, 1, 1]",1.0,0.0,0
707,The Seychelles should buy territory and relocate due to climate change,"[3, 3, 1, 3, 1]",2.2,0.96,0
708,The Spread of Nuclear Weapons: More may be better,"[1, 1, 1, 1, 1]",1.0,0.0,0
709,The Tibet should be an independent state,"[4, 5, 5, 5, 5]",4.8,0.16,0
710,The U.S. Should Ban The Use of Cluster Bombs,"[5, 5, 5, 5, 5]",5.0,0.0,0
711,The UK Should Leave the European Union,"[3, 1, 2, 2, 1]",1.8,0.56,0
712,The UK is truly a democracy,"[2, 2, 2, 3, 3]",2.4,0.24,0
713,The UK would be better off economically outside the European Union,"[1, 1, 1, 1, 1]",1.0,0.0,0
714,The UN Human Rights Council should be abolished,"[1, 1, 1, 1, 1]",1.0,0.0,0
715,The UN intervention in the Democratic Republic of Congo has been a success,"[3, 2, 2, 2, 1]",2.0,0.4,0
716,The UN should be reformed or replaced,"[5, 1, 1, 3, 5]",3.0,3.2,0
717,The UN should impose sanctions on countries that destroy their rainforests,"[5, 5, 5, 5, 5]",5.0,0.0,0
718,The UN should recognize a Palestinian state,"[4, 5, 4, 4, 4]",4.2,0.16,0
719,The US and Israel should join the International Criminal Court,"[1, 3, 2, 1, 2]",1.8,0.56,0
720,The US and its allies were justified in taking military action against Iraq following Iraq’s invasion of Kuwait,"[5, 5, 5, 5, 5]",5.0,0.0,0
721,"The US intervention in Libya, lacking congressional approval, was illegal","[5, 2, 4, 5, 2]",3.6,1.84,0
722,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,"[5, 5, 5, 5, 5]",5.0,0.0,0
723,The US should have done more for Darfur,"[5, 5, 5, 5, 5]",5.0,0.0,0
724,The US should immediately close Guantanamo Bay.,"[5, 2, 5, 5, 5]",4.4,1.44,0
725,The USA Legal Drinking Age Should Be Lowered to 18 From 21,"[2, 2, 2, 2, 2]",2.0,0.0,0
726,The USA's social security schemes should be privatized,"[1, 1, 1, 1, 2]",1.2,0.16,0
727,The Uhuru Kenyatta indictment was an unwelcome interference by the ICC,"[5, 5, 5, 5, 5]",5.0,0.0,0
728,The United Nations Security Council should be expanded,"[4, 5, 4, 5, 3]",4.2,0.56,0
729,The United Nations budget must be frozen,"[1, 2, 1, 2, 1]",1.4,0.24,0
730,The United Nations has a responsibility to protect.,"[5, 5, 5, 5, 5]",5.0,0.0,0
731,The United Nations has failed,"[2, 2, 2, 2, 2]",2.0,0.0,0
732,The United States is a ‘benign’ hegemon,"[1, 2, 2, 2, 2]",1.8,0.16,0
733,The United States is justified in using private military firms abroad to pursue its military objectives,"[1, 1, 1, 2, 2]",1.4,0.24,0
734,The United States return to a gold standard,"[2, 2, 1, 2, 1]",1.6,0.24,0
735,The United States should ban assault weapons,"[5, 4, 5, 5, 5]",4.8,0.16,0
736,The United States should continue Its use of drone strikes abroad,"[2, 2, 2, 2, 2]",2.0,0.0,0
737,The United States should keep daylight saving time.,"[2, 2, 2, 2, 2]",2.0,0.0,0
738,The United States should maintain its embargo against Cuba,"[5, 5, 1, 1, 1]",2.6,3.84,0
739,The United States should use the electoral college in presidential elections.,"[2, 4, 5, 1, 1]",2.6,2.64,0
740,The United States was correct in going to war against North Korea in support of their territory of South Korea.,"[5, 5, 5, 5, 1]",4.2,2.56,0
741,The United States’ individual health insurance mandate is unconstitutional,"[2, 1, 2, 5, 5]",3.0,2.8,0
742,The War in Iraq was Worth the Cost,"[1, 1, 1, 1, 1]",1.0,0.0,0
743,The West should invade Syria,"[1, 1, 1, 1, 1]",1.0,0.0,0
744,The Western intervention in Libya has been a success,"[1, 1, 1, 1, 1]",1.0,0.0,0
745,The age of consent laws should be lowered,"[1, 1, 1, 1, 1]",1.0,0.0,0
746,The agreement between Russia and Great Britain in 1907 was inevitable,"[1, 3, 1, 2, 3]",2.0,0.8,0
747,The best way to protect Scottish interests in the EU is to vote for independence,"[1, 1, 1, 1, 1]",1.0,0.0,0
748,The breeding of white tigers in captivity should be banned,"[5, 5, 5, 5, 5]",5.0,0.0,0
749,The civil procedure rules allow for a ‘fair trial’,"[3, 3, 3, 3, 3]",3.0,0.0,0
750,The decision of the state of Bavaria to publish Mein Kampf,"[5, 5, 5, 5, 1]",4.2,2.56,0
751,The development of genetically modified organisms have to be banned,"[1, 1, 2, 2, 1]",1.4,0.24,0
752,The drinking age should be lowered from 21 to a younger age,"[2, 3, 1, 1, 2]",1.8,0.56,0
753,The environment is being sacrificed for the economy,"[5, 5, 1, 5, 5]",4.2,2.56,0
754,The expenditure of money should be protected as speech,"[5, 5, 5, 5, 5]",5.0,0.0,0
755,The federal minimum wage should be increased,"[4, 5, 4, 5, 4]",4.4,0.24,0
756,The feminist movement should seek a ban on pornography,"[1, 1, 1, 1, 1]",1.0,0.0,0
757,The full financial history of all candidates for political office must be posted online,"[5, 5, 5, 5, 5]",5.0,0.0,0
758,The glass ceiling for women still exists,"[5, 5, 5, 4, 5]",4.8,0.16,0
759,The government of Uganda has failed its citizens over LGBT rights,"[5, 5, 1, 5, 1]",3.4,3.84,0
760,The grammar school system should be reintroduced in the UK,"[1, 1, 1, 1, 1]",1.0,0.0,0
761,The health benefits of genetically modified foods outweigh their risks,"[3, 3, 3, 2, 4]",3.0,0.4,0
762,The human genome should be patented,"[1, 1, 1, 1, 1]",1.0,0.0,0
763,The iPhone is better than the Blackberry,"[5, 5, 5, 5, 5]",5.0,0.0,0
764,The imprisoned members of Pussy Riot should be considered political prisoners,"[5, 5, 5, 5, 5]",5.0,0.0,0
765,The integration of Africa through the African Union can succeed,"[3, 4, 5, 3, 5]",4.0,0.8,0
766,The internet’s anonymity is beneficial,"[4, 4, 3, 3, 3]",3.4,0.24,0
767,The lack of investment in teachers is the greatest barrier to achieving universal primary education,"[5, 5, 2, 4, 4]",4.0,1.2,0
768,The law on self defence should cover ‘grossly disproportionate’ actions,"[5, 5, 5, 2, 2]",3.8,2.16,0
769,The leaking of military documents by Anat Kamm was justified,"[1, 2, 1, 1, 1]",1.2,0.16,0
770,The media’s selective coverage of certain issues works to worsen problems in society and create problems,"[5, 5, 5, 5, 5]",5.0,0.0,0
771,The money we spend on our Olympic medal count is money well spent,"[5, 4, 3, 1, 5]",3.6,2.24,0
772,The music that glorifies violence against women should be banned,"[5, 5, 2, 2, 5]",3.8,2.16,0
773,The national curriculum should be scrapped,"[1, 1, 1, 1, 1]",1.0,0.0,0
774,The new technologies will make entrepreneurs of Africa’s youth,"[5, 5, 5, 5, 5]",5.0,0.0,0
775,The niqab and other face coverings in schools must be banned,"[1, 2, 3, 2, 2]",2.0,0.4,0
776,The northern Ireland would be better off if united with the Republic of Ireland,"[2, 2, 1, 3, 1]",1.8,0.56,0
777,The outcome of the Paris Climate Conference needs to be an international treaty with binding emission cuts,"[5, 5, 5, 5, 5]",5.0,0.0,0
778,The payment of welfare benefits to parents should be tied to their children's school attendance records,"[1, 5, 1, 1, 1]",1.8,2.56,0
779,The penny should stay in circulation,"[5, 5, 3, 4, 5]",4.4,0.64,0
780,The people's republic of China should abandon the one-child policy,"[5, 5, 2, 5, 5]",4.4,1.44,0
781,The prevalence of ‘African mercenaries’ is decreasing,"[3, 2, 2, 3, 3]",2.6,0.24,0
782,The republican party has lost its way,"[2, 2, 2, 2, 1]",1.8,0.16,0
783,The right to anonymous posting on the internet should be protected by law,"[5, 5, 4, 5, 4]",4.6,0.24,0
784,The right to asylum should not be absolute,"[2, 2, 2, 2, 2]",2.0,0.0,0
785,The right to trial can be limited by jury in some criminal cases,"[1, 3, 1, 1, 5]",2.2,2.56,0
786,The sale of children’s toys as part of fast food meals must be prohobited.,"[5, 5, 5, 1, 5]",4.2,2.56,0
787,The sale of violent video games/censor violent video games should be illegal,"[2, 2, 2, 2, 1]",1.8,0.16,0
788,The state should provide broadband internet through nationalized companies,"[5, 5, 5, 5, 5]",5.0,0.0,0
789,The teaching of Shakespeare should be compulsory,"[5, 5, 4, 5, 5]",4.8,0.16,0
790,The threat of Climate Change is exaggerated,"[1, 1, 1, 1, 1]",1.0,0.0,0
791,The use of animals as objects of sport and entertainment should be banned.,"[5, 5, 5, 5, 5]",5.0,0.0,0
792,The use of atomic bombs against Hiroshima and Nagasaki was justified,"[1, 1, 5, 1, 1]",1.8,2.56,0
793,The use of child performers should be banned,"[5, 5, 1, 5, 5]",4.2,2.56,0
794,The use of mobile phones has lowered active social life and has become an addiction,"[5, 5, 5, 5, 5]",5.0,0.0,0
795,The voting age should be lowered to 16,"[4, 4, 4, 4, 5]",4.2,0.16,0
796,The welfare system should be replaced with a negative income-tax model,"[4, 5, 2, 3, 4]",3.6,1.04,0
797,The world has to ignore North Korean provocations,"[1, 2, 1, 1, 1]",1.2,0.16,0
798,"The world has to intervene in Syria to prevent, or respond to, the use of chemical weapons","[5, 5, 5, 5, 5]",5.0,0.0,0
799,The world must arm the Syrian rebels,"[1, 1, 2, 1, 1]",1.2,0.16,0
800,The world should go vegan,"[5, 5, 5, 5, 5]",5.0,0.0,0
801,The world should intervene to prevent the collapse of the state in other countries,"[5, 5, 5, 5, 5]",5.0,0.0,0
802,The world should re-engage with Myanmar,"[2, 2, 2, 3, 2]",2.2,0.16,0
803,The ‘war on terror’ is winnable,"[1, 1, 1, 1, 2]",1.2,0.16,0
804,There Is a Mathematical Miracle in the Quran That Proves It Is the Word of God,"[1, 3, 1, 1, 1]",1.4,0.64,0
805,There Should be a Minimum Weight Limit For Professional Models,"[1, 1, 1, 1, 1]",1.0,0.0,0
806,There Should be an English Parliament,"[5, 5, 5, 1, 1]",3.4,3.84,0
807,There is a good case for stating that there is a God,"[3, 3, 3, 5, 3]",3.4,0.64,0
808,There is a need for developing tactical nuclear weapons,"[1, 1, 1, 1, 1]",1.0,0.0,0
809,There is a world Water crisis,"[5, 5, 5, 5, 5]",5.0,0.0,0
810,There is life after death,"[3, 3, 3, 3, 3]",3.0,0.0,0
811,There is life on other planets,"[3, 3, 3, 5, 3]",3.4,0.64,0
812,There must be a ban the sale of 3D printers to households,"[1, 1, 1, 1, 1]",1.0,0.0,0
813,There must be a child curfews,"[1, 2, 1, 2, 1]",1.4,0.24,0
814,There must be a progressive tax rate,"[5, 5, 5, 5, 5]",5.0,0.0,0
815,There must be a single European Union army,"[1, 5, 2, 1, 1]",2.0,2.4,0
816,There must be a system of universal healthcare,"[5, 5, 5, 5, 4]",4.8,0.16,0
817,There must be compulsory identity cards,"[3, 4, 5, 5, 5]",4.4,0.64,0
818,There must be referendums held on any new EU treaty,"[5, 5, 5, 2, 5]",4.4,1.44,0
819,There should be a legally mandated ceiling on weekly working hours,"[4, 5, 5, 5, 5]",4.8,0.16,0
820,There should be a presumption in favour of publication for information held by public bodies,"[5, 5, 5, 5, 5]",5.0,0.0,0
821,There should be no permanent members of the UN Security Council,"[5, 1, 1, 1, 1]",1.8,2.56,0
822,There should be video replays for refs in football,"[4, 4, 4, 4, 4]",4.0,0.0,0
823,Those affected by climate change should get compensation,"[5, 5, 5, 5, 5]",5.0,0.0,0
824,Throw Russia out of the G8,"[5, 5, 5, 2, 5]",4.4,1.44,0
825,Too much importance is placed upon correct spelling and grammar,"[1, 3, 2, 3, 3]",2.4,0.64,0
826,Trade is better than aid,"[5, 5, 5, 5, 5]",5.0,0.0,0
827,Traditional university has to be replaced by online learning,"[2, 3, 2, 3, 2]",2.4,0.24,0
828,Transparency is necessary for security,"[5, 5, 5, 5, 5]",5.0,0.0,0
829,Treat the desecration and destruction of high-value sites and property of cultural heritage as a crime against humanity,"[5, 5, 5, 5, 5]",5.0,0.0,0
830,Tuition Fees Should Be Increased,"[1, 1, 1, 1, 2]",1.2,0.16,0
831,Tunisia should not rely on tourism for economic growth,"[1, 1, 1, 2, 1]",1.2,0.16,0
832,Turkey is not a democracy,"[5, 5, 1, 5, 5]",4.2,2.56,0
833,Turkey should be let join the European Union,"[4, 3, 4, 4, 4]",3.8,0.16,0
834,UK should have a second Brexit referendum before leaving the EU,"[3, 3, 2, 2, 2]",2.4,0.24,0
835,UK would have more influence outside the EU,"[1, 1, 1, 1, 1]",1.0,0.0,0
836,US must get rid of the double jeopardy rule,"[2, 1, 1, 1, 1]",1.2,0.16,0
837,US must help in fighting terrorist organisations in Africa,"[5, 4, 5, 4, 5]",4.6,0.24,0
838,USA must sign the Ottawa Convention banning landmines,"[5, 5, 5, 5, 5]",5.0,0.0,0
839,"Unemployment benefit should be paid in the form of vouchers for food, shelter and the basics of life","[1, 1, 5, 5, 5]",3.4,3.84,0
840,Unilateral nuclear disarmament is the best way to create a safer world,"[1, 1, 1, 1, 1]",1.0,0.0,0
841,"Universities should make all academic work they produce, including scholarly articles, course handbooks and recorded lectures, available to the general public","[5, 5, 3, 5, 5]",4.6,0.64,0
842,University Fees Should Be Scrapped,"[5, 5, 5, 5, 5]",5.0,0.0,0
843,University education needs to be capped and more selective,"[2, 2, 1, 1, 1]",1.4,0.24,0
844,University education should be free,"[5, 5, 5, 5, 5]",5.0,0.0,0
845,Use and Misuse of Internet,"[1, 4, 3, 1, 3]",2.4,1.44,0
846,"Use of goal line technology in football is overdue, and can only lead to benefits.","[5, 5, 5, 5, 5]",5.0,0.0,0
847,Users of extremist websites should be punished,"[2, 2, 2, 1, 2]",1.8,0.16,0
848,Using Rewards to Motivate Students,"[4, 4, 2, 2, 2]",2.8,0.96,0
849,Vaccination must be made compulsory,"[5, 5, 5, 5, 5]",5.0,0.0,0
850,Valentines Day is just a Hallmark ploy,"[5, 5, 2, 1, 5]",3.6,3.04,0
851,Violent Video Games Contribute to Youth Violence,"[2, 2, 3, 2, 2]",2.2,0.16,0
852,Violent video games cause violent crime,"[2, 2, 3, 2, 2]",2.2,0.16,0
853,Visitors to museums should be “encouraged” to pay a voluntary entrance fee,"[2, 3, 1, 3, 1]",2.0,0.8,0
854,Voting should be compulsory in the UK,"[5, 4, 5, 4, 4]",4.4,0.24,0
855,Voting should become compulsory,"[5, 5, 5, 5, 5]",5.0,0.0,0
856,War criminals should be prosecuted,"[5, 5, 5, 5, 5]",5.0,0.0,0
857,Water Should Be Owned And Supplied By The State,"[1, 1, 1, 1, 2]",1.2,0.16,0
858,We Should Have a Quota for Women on Corporate Boards,"[5, 4, 4, 4, 5]",4.4,0.24,0
859,We Should Question Authorities,"[5, 5, 5, 5, 5]",5.0,0.0,0
860,We believe in the right to reply,"[5, 5, 5, 5, 5]",5.0,0.0,0
861,We believe in world government,"[1, 1, 1, 1, 2]",1.2,0.16,0
862,We can trust Republicans with the economy,"[1, 2, 2, 2, 1]",1.6,0.24,0
863,We have lost the true meaning of Christmas,"[1, 1, 1, 1, 1]",1.0,0.0,0
864,We have to consider a large scale cyber attack an act of war,"[5, 5, 5, 5, 5]",5.0,0.0,0
865,We have to cut the length of copyright protection,"[5, 5, 2, 2, 5]",3.8,2.16,0
866,We have to employ mercenaries,"[1, 1, 1, 2, 1]",1.2,0.16,0
867,We have to offer amnesty to bloggers currently prosecuted by their native states,"[5, 4, 4, 5, 5]",4.6,0.24,0
868,We have to produce high quality generic drugs for Africa,"[5, 5, 5, 5, 5]",5.0,0.0,0
869,We have to teach creationism in schools,"[1, 1, 1, 1, 1]",1.0,0.0,0
870,We must all believe in fundamental human rights,"[5, 5, 5, 5, 5]",5.0,0.0,0
871,We must ban negative advertising in political campaigns,"[5, 5, 3, 5, 5]",4.6,0.64,0
872,We must ban the promotion of diets,"[1, 1, 5, 5, 1]",2.6,3.84,0
873,"We must be a libertarian; right or left, right or wrong","[5, 5, 5, 5, 5]",5.0,0.0,0
874,We must believe in the woman's right to choose,"[5, 4, 5, 5, 4]",4.6,0.24,0
875,We must bring back corporal punishment,"[1, 1, 1, 1, 1]",1.0,0.0,0
876,We must colonize moon,"[5, 5, 5, 4, 5]",4.8,0.16,0
877,We must disband NATO,"[1, 1, 1, 1, 1]",1.0,0.0,0
878,We must enable free movement of labour across Africa to alleviate poverty disparities.,"[5, 4, 4, 5, 4]",4.4,0.24,0
879,We must enforce term limits on the legislative branch of government,"[5, 5, 4, 5, 5]",4.8,0.16,0
880,We must extend NATO membership to Georgia and Ukraine,"[4, 4, 5, 5, 5]",4.6,0.24,0
881,We must grant those diagnosed with terminal illnesses the right to access treatments that have not completed clinical testing,"[5, 5, 5, 5, 5]",5.0,0.0,0
882,We must have a criminal DNA database,"[5, 5, 5, 5, 5]",5.0,0.0,0
883,We must have weapons inspectors leave Syria,"[1, 1, 1, 2, 2]",1.4,0.24,0
884,We must hold a referendum on UK membership in the EU,"[3, 3, 3, 3, 3]",3.0,0.0,0
885,We must hold all U.S. presidential primaries on the same day,"[5, 5, 5, 5, 5]",5.0,0.0,0
886,We must invade and forcibly reunify the Korean peninsula,"[1, 1, 1, 1, 1]",1.0,0.0,0
887,We must legalize the use of cell phones in cars,"[2, 1, 2, 1, 2]",1.6,0.24,0
888,We must let Catalan hold an independence referendum,"[4, 5, 4, 2, 5]",4.0,1.2,0
889,We must limit anonymous contributions from corporations and individuals to super PACs,"[5, 5, 4, 4, 4]",4.4,0.24,0
890,We must negotiate with terrorists,"[2, 1, 2, 1, 2]",1.6,0.24,0
